Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
792382423118,PLANETS HIVES HONEY 300G,22,,120,150,20, No Tax,INCLUSIVE,,,,,,,,
792382423101,PLANETS HIVES HONEY 200G,22,,75,90,20, No Tax,INCLUSIVE,,,,,,,,
792382423095,PLANETS HIVES HONEY 100G,22,,45,55,20, No Tax,INCLUSIVE,,,,,,,,
