Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
6.16E+12,SIFA WHITE WRAP,TISSUE,ROLL,20,,,VAT @ 16%,INCLUSIVE,TISSUE,,,,,,,
6.16E+12,FAY SINGLE WRAP,TISSUE,ROLL,31,,,VAT @ 16%,INCLUSIVE,TISSUE,,,,,,,
6.16E+12,SIFA JUMBO ROLL,TISSUE,ROLL,67,,,VAT @ 16%,INCLUSIVE,TISSUE,,,,,,,
6.16E+12,KLEENEX SINGLE WHITE WRAP,TISSUE,ROLL,31,,,VAT @ 16%,INCLUSIVE,TISSUE,,,,,,,
6.16E+12,COSY WHITE UNWRAP 8s,TISSUE,PACK,204,,,VAT @ 16%,INCLUSIVE,TISSUE,,,,,,,
6.16E+12,FAY COCKTAIL SERVIETTES,TISSUE,PACK,,,,VAT @ 16%,INCLUSIVE,SERVIETTES,,,,,,,
6.01E+12,KLEENEX LUXURIOUS CARE,,,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
6.16E+12,FAY SUPERSOFT SERVIETTES,TISSUE,PACK,,,,VAT @ 16%,INCLUSIVE,SERVIETTES,,,,,,,
6.16E+12,FAY CONFIDENCE TEENS ULTRATHIN,SANITARY,PACK,,,,VAT @ 16%,INCLUSIVE,PADS,,,,,,,
6.16E+12,FAY ULTRASOFT,,,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
6.16E+12,FAY CONFIDENCE REG ULTRATHIN,SANITARY,PACK,42,,,VAT @ 16%,INCLUSIVE,PADS,,,,,,,
6.01E+12,FAY FACIAL WHITE TISSUE,TISSUE,PACK,45,,,VAT @ 16%,INCLUSIVE,TISSUE,,,,,,,
6.16E+12,KLEENEX LUXURIOUS CARE,,,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
6.16E+12,KLEENEX LUXURIOUS CARE,,,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
6.16E+12,SPARKLE SCOURING PAD,CLEANING,PACK,,,,VAT @ 16%,INCLUSIVE,CLEANING,,,,,,,
6.16E+12,FAY CLEANING FILM 30 M,CLEANING,ROLL,113,,,VAT @ 16%,INCLUSIVE,CLEANING,,,,,,,
6.16E+12,FAY ALLUM FOIL CATERING 60 M,WRAPPING,ROLL,603,,,VAT @ 16%,INCLUSIVE,WRAPPING,,,,,,,
6.16E+12,SPARKLE SCOURING PAD,CLEANING,PACK,,,,VAT @ 16%,INCLUSIVE,CLEANING,,,,,,,
6.16E+12,SPARKLE HANDY CLEANER,CLEANING,PACK,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
6.16E+12,SPARKLE ALL PURPOSE CLEANER,CLEANING,PACK,30,,,VAT @ 16%,INCLUSIVE,CLEANING,,,,,,,
6.16E+12,COSY WHITE SERVIETTES,TISSUE,PACK,61,,,VAT @ 16%,INCLUSIVE,,,,,,,,
6.16E+12,FAY CLING FILM 15M,CLEANING,ROLL,,,,VAT @ 16%,INCLUSIVE,CLEANING,,,,,,,
6.16E+12,FAY FOIL 30M,WRAPPING,ROLL,,,,VAT @ 16%,INCLUSIVE,CLEANING,,,,,,,
6.16E+07,VASELINE BLUE SEAL 25 ML,JELLY AND LOTIONS,BOTTLE,20.2,25,,VAT @ 16%,INCLUSIVE,JELLY,,,,,,,
6.16E+12,LUX SOAP 20 G,SOAPS AND DETERGENTS,WRAP,8.3,10,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LIFEBUOY LEMMON FRESH 75 G,SOAPS AND DETERGENTS,WRAP,48,60,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LIFEBUOY LEMMON FRESH 175 G,SOAPS AND DETERGENTS,WRAP,104,130,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LADY GAY LOTION 50 ML,JELLY AND LOTIONS,BOTTLE,39,45,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.16E+12,SUNLIGHT SOAP PARADISE 175 G,SOAPS AND DETERGENTS,WRAP,36,40,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LIFEBUOY HERBAL 75 G,SOAPS AND DETERGENTS,WRAP,48,60,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16201E+12,LIFEBUOY HERBAL 175 G,SOAPS AND DETERGENTS,WRAP,104,130,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LIFEBUOY CARE 75 G,SOAPS AND DETERGENTS,WRAP,48,60,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LIFEBUOY CARE 175 G,SOAPS AND DETERGENTS,WRAP,104,130,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LUX SOFT TOUCH 75 G,SOAPS AND DETERGENTS,WRAP,88,110,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LUX SOFT CARESS 75 G,SOAPS AND DETERGENTS,WRAP,88,110,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LUX VELVET TOUCH 175 G,SOAPS AND DETERGENTS,WRAP,88,110,,VAT @ 16%,INCLUSIVE,SOAPS,,,,,,,
6.16E+12,LADY GAY LOTION 200 ML,JELLY AND LOTIONS,BOTTLE,81,95,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.16E+12,LADY GAY LOTION 120 ML,JELLY AND LOTIONS,BOTTLE,60,70,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.16E+07,VASELINE BLUE SEAL ALOE FRESH 100 ML,JELLY AND LOTIONS,BOTTLE,77,95,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE MEN EXTRA STRENGTH 400 ML,JELLY AND LOTIONS,BOTTLE,312,390,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE MEN COOLING 400 ML,JELLY AND LOTIONS,BOTTLE,312,390,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE MEN EXTRA STRENGTH 200 ML,JELLY AND LOTIONS,BOTTLE,168,210,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE MENCOOLING 200 ML,JELLY AND LOTIONS,BOTTLE,168,210,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.16E+07,VASELINE BLUE SEAL COCOA BUTTER 100 ML,JELLY AND LOTIONS,BOTTLE,77,95,,VAT @ 16%,INCLUSIVE,JELLY,,,,,,,
6.16E+07,VASELINE BLUE SEAL BABY 100 ML ,JELLY AND LOTIONS,BOTTLE,77,95,,VAT @ 16%,INCLUSIVE,JELLY,,,,,,,
8.90E+12,FAIR N LOVELY 50 G,JELLY AND LOTIONS,TUBE,116,145,,VAT @ 16%,INCLUSIVE,CREAM,,,,,,,
8.90E+12,FAIR N LOVELY 25 G,JELLY AND LOTIONS,TUBE,72,90,,VAT @ 16%,INCLUSIVE,CREAM,,,,,,,
6.00E+12,VASELINE INTENSIVE CARE COCOA GLOW 200 ML,JELLY AND LOTIONS,BOTTLE,160,200,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE INTENSIVE CARE DRY SKIN REPAIR 400 ML,JELLY AND LOTIONS,BOTTLE,304,380,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE INTENSIVE CARE DRY SKIN REPAIR 200 ML,JELLY AND LOTIONS,BOTTLE,160,200,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE INTENSIVE CARE ALOE SOOTHE 400 ML,JELLY AND LOTIONS,BOTTLE,304,380,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE INTENSIVE CARE ALOE SOOTHE 200 ML,JELLY AND LOTIONS,BOTTLE,160,200,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.00E+12,VASELINE INTENSIVE CARE COCOA GLOW 400 ML,JELLY AND LOTIONS,BOTTLE,304,380,,VAT @ 16%,INCLUSIVE,LOTIONS,,,,,,,
6.16E+07,VASELINE BLUE SEAL MEN FRESH 50 ML,JELLY AND LOTIONS,BOTTLE,49,60,,VAT @ 16%,INCLUSIVE,JELLY,,,,,,,
6.16E+07,VASELINE BLUE SEAL MEN COOLING 50 ML,JELLY AND LOTIONS,BOTTLE,49,60,,VAT @ 16%,INCLUSIVE,JELLY,,,,,,,
6.16E+07,VASELINE BLUSEAL  MEN FRESH 100 ML,JELLY AND LOTIONS,BOTTLE,77,95,,VAT @ 16%,INCLUSIVE,JELLY,,,,,,,
6.16E+07,VASELINE BLUE SEAL MEN COOLING 100 ML ,JELLY AND LOTIONS,BOTTLE,77,95,,VAT @ 16%,INCLUSIVE,JELLY,,,,,,,
8.93E+12,CLOSE UP DEEP ACTION 30 G,TOOTH PASTE,TUBE,42,50,,VAT @ 16%,INCLUSIVE,TOOTH PASTE,,,,,,,
8.93E+12,CLOSE UP DEEP ACTION 60 G,TOOTH PASTE,TUBE,79,95,,VAT @ 16%,INCLUSIVE,TOOTH PASTE,,,,,,,
4.80E+12,REXONA COTTON 50 ML,DEODRANTS AND BODY SPRAY,BOTTLE,181,240,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA MEN XTRA COOL 50 ML,DEODRANTS AND BODY SPRAY,BOTTLE,181,240,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA POWDER 50 ML,DEODRANTS AND BODY SPRAY,BOTTLE,181,240,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA SHOWER CLEAN 50 ML,DEODRANTS AND BODY SPRAY,BOTTLE,181,240,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA MEN ACTIVE 50 ML,DEODRANTS AND BODY SPRAY,BOTTLE,181,240,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA MEN QUANTUM 25 ML,DEODRANTS AND BODY SPRAY,BOTTLE,92,120,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA POWDER 25 ML ,DEODRANTS AND BODY SPRAY,BOTTLE,92,120,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA MEN QUANTUM 50 ML,DEODRANTS AND BODY SPRAY,BOTTLE,181,240,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA COTTON 25 ML,DEODRANTS AND BODY SPRAY,BOTTLE,92,120,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA SHOWER CLEAN 25 ML,DEODRANTS AND BODY SPRAY,BOTTLE,92,120,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA MEN XTRA COOL 25 ML,DEODRANTS AND BODY SPRAY,BOTTLE,92,120,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
4.80E+12,REXONA MEN ACTIVE 25 ML ,DEODRANTS AND BODY SPRAY,BOTTLE,92,120,,VAT @ 16%,INCLUSIVE,ROLL ON,,,,,,,
8.93E+12,CLOSE UP DEEP ACTION 125 G,TOOTH PASTE,TUBE,139,185,,VAT @ 16%,INCLUSIVE,TOOTH PASTE,,,,,,,
6.22E+12,CLOSE UP DEEP ACTION 13 G,TOOTH PASTE,TUBE,13,15,,VAT @ 16%,INCLUSIVE,TOOTH PASTE,,,,,,,
,,,,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
,,,,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
,,,,,,,VAT @ 16%,INCLUSIVE,,,,,,,,
