Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
GEN204,SWEET POTATOES PER BUNCH ,26,pkt,100.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN205,T.BORNE PER KG ,26,pkt,649.23 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN206,TEA BAGS PER PKT ,26,pkt,246.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN207,TEA LEAVES PER PKT ,26,pkt,80.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN208,TEA MASALA PER TIN ,26,pkt,95.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN209,TISSUE PER PC ,26,pkt,750.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN210,TOILET BALL PER PKT ,26,pkt,141.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN211,TOMATO PASTE PER TIN ,26,pkt,167.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN212,TOMATO SAUCE PER LTS ,26,pkt,345.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN213,TOMATOES ,26,pkt,0.00 ,70 ,2,No Tax,exclusive,,,,,,,,
GEN214,TOMATOES PER KG ,26,pkt,80.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN215,TOOTHPICK PER PKT ,26,pkt,35.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN216,TREE TOMATO PER KG ,26,pkt,100.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN217,TREE TOMATOE PER PKT ,26,pkt,0.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN218,TUMERIC PER TIN ,26,pkt,88.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN219,UNGA PER KG (STAFFS) ,26,pkt,90.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN220,VANILLA ICE CREAM PER TN ,26,pkt,378.00 ,0 ,2,No Tax,exclusive,,,,,,,,
GEN221,VANILLA SYRUP PER BTL ,26,pkt,0.00 ,0 ,2,No Tax,exclusive,,,,,,,,
