Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
6161100760837,ROSY SERVIETTES,22,pcs,50,65,20,VAT @16%,INCLUSIVE,,,,,,,,
6161100761605,TOILEX SERVIETTES,22,pcs,50,65,20,VAT @16%,INCLUSIVE,,,,,,,,
6009614480028,TOILEX 10PCS,22,pcs,200,230,20,VAT @16%,INCLUSIVE,,,,,,,,
46009614480767,PEKEE 10 ROLLS,22,pcs,187.5,210,20,VAT @16%,INCLUSIVE,,,,,,,,
