Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
6008459000309,AFYA JUICE APPLE 500ML,22,PCS,51.66666667,60,20,VAT @16%, inclusive,,,,,,,,
6008459000729,PICK N PEEL  TROPICAL 1Ltr,22,PCS,180,195,20,VAT @16%, inclusive,,,,,,,,
6008459000699,PICK N PEEL  Mango 1Ltr,22,PCS,180,195,20,VAT @16%, inclusive,,,,,,,,
6008459000750,PICK N PEEL  Passion 1Ltr,22,PCS,180,195,20,VAT @16%, inclusive,,,,,,,,
6164000012075,PICK N PEEL  White Grape 1Ltr,22,PCS,180,195,20,VAT @16%, inclusive,,,,,,,,
