Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2 ,Custom Field 3 ,Custom Field 4 ,Custom Field 5,Custom Field 6
139,Singleton Tailfire 750ml,A,Bottles,6500,6500,2, No Tax, exclusive,WS,,,,,,,
140,Singleton Tailfire 700ml,A,Bottles,6500,6500,2, No Tax, exclusive,WS,,,,,,,
141,Singleton Sunray 700ml,A,Bottles,6500,6500,2, No Tax, exclusive,WS,,,,,,,
142,Talisker  10Y 750ml,A,Bottles,8000,8000,2, No Tax, exclusive,WS,,,,,,,
144,Talisker Storm  700,A,Bottles,7200,7200,2, No Tax, exclusive,WS,,,,,,,
145,Talisker Port Ruighe 700ml,A,Bottles,8000,8000,2, No Tax, exclusive,WS,,,,,,,
148,Zacapa Cent 23 750ml,A,Bottles,0,0,2, No Tax, exclusive,RU,,,,,,,
151,Red Bull Can,N,Cans,250,250,2, No Tax, exclusive,EN,,,,,,,
152,Monster Can,N,Cans,300,300,2, No Tax, exclusive,EN,,,,,,,
153,Soda 330ml,N,Bottles,100,100,2, No Tax, exclusive,SO,,,,,,,
154,Delmonte 1ltr,N,Box,300,300,2, No Tax, exclusive,SO,,,,,,,
155,Minute Maid 1 ltr,N,Bottles,250,250,2, No Tax, exclusive,SO,,,,,,,
156,Minute Maid 400ml,N,Bottles,150,150,2, No Tax, exclusive,SO,,,,,,,
157,Novida,N,Bottles,0,0,2, No Tax, exclusive,SO,,,,,,,
159,Plastic Soda 500ml,N,Bottles,120,120,2, No Tax, exclusive,SO,,,,,,,
160,Dasani 1l,N,Bottles,200,200,2, No Tax, exclusive,WT,,,,,,,
162,Sip it 500ml,N,Bottles,100,100,2, No Tax, exclusive,WT,,,,,,,
163,Sip it 1ltr,N,Bottles,150,150,2, No Tax, exclusive,WT,,,,,,,
164,GOLD RESERVE 750ML,A,Bottles,10000,10000,2, No Tax, exclusive,WS,,,,,,,
165,4TH STREET -WHITE 750ml,A,Bottles,1500,1500,2, No Tax, exclusive,WI,,,,,,,
166,CAPRICE RED 750ML,A,Bottles,1200,1200,2, No Tax, exclusive,WI,,,,,,,
167,CAPRICE WHITE 750ML,A,Bottles,1200,1200,2, No Tax, exclusive,WI,,,,,,,
168,CELLAR CASK 375ML,A,Bottles,0,0,2, No Tax, exclusive,WI,,,,,,,
169,CELLAR CASK RED 750ML,A,Bottles,1500,1500,2, No Tax, exclusive,WI,,,,,,,
170,CELLAR CASK White 750ML,A,Bottles,1500,1500,2, No Tax, exclusive,WI,,,,,,,
171,Robertson White 750ml,A,Bottles,1800,1800,2, No Tax, exclusive,WI,,,,,,,
172,Robertson Red 750ml,A,Bottles,1800,1800,2, No Tax, exclusive,WI,,,,,,,
