Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
6009619870046 ,Quencher Orange 2Ltr,22,PC,210.58,245,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6009619870053 ,Quencher Orange 3Ltr,22,PC,297.72,335,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6009619870336 ,Quencher pineaple 3Ltr,22,PC,297.72,335,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6009619870251 ,Quencher fizto 2Ltr,22,PC,210.58,245,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6008835000763 ,Pep Passion 1Ltr,22,PC,121.875,130,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6008835000930 ,Pep lime juice 700ml ,22,PC,113.625,130,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6008835000947 ,Pep lime juice 1.5ltrs ,22,PC,189.15,224,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6009619870312 ,Quencher Pineaple 1.5Ltr,22,PC,155.604,245,,VAT@16%,INCLUSIVE,fruits,,,,,,,
6161101891530 ,FAY KITCHEN TOWEL,22,PC,104.791,125,,VAT@16%,INCLUSIVE,fruits,,,,,,,
